day,daily_actual_aqi,daily_predicted_aqi,accuracy
2021-02-03,355.26849058531513,280.2592,78.88658668526458
2021-02-05,297.21893233659193,236.29346,79.50148234960162
2021-02-06,220.720301812361,297.2059,65.34727451022135
2021-02-07,263.48333303283266,385.54443,53.674071465572624
2021-02-08,274.83413189989915,296.80566,92.00553002252158
2021-02-09,277.68287234042555,141.24127,50.86423616343949
2021-02-10,264.677093828318,274.00677,96.47507045695559
2021-02-11,196.96011405901314,199.63245,98.6432114731368
2021-02-12,91.33121440507121,243.00717,-66.07241917651137
2021-02-13,106.92067567567568,186.64392,25.43701700446816
2021-02-14,242.51044264059715,290.2136,80.32944504604436
2021-02-15,316.03476113535424,249.22298,78.85935578391354
2021-02-16,221.16799735874133,240.44572,91.28367243055771
2021-02-17,148.51774943289635,281.99258,10.128698216016133
2021-02-18,232.27272209673794,236.93877,97.99113544602498
2021-02-19,178.81417594989347,196.14632,90.30717755661409
2021-02-20,350.19924833973397,240.58743,68.70015683983718
2021-02-21,429.15375114941486,257.90164,60.095394984887754
2021-02-22,305.9448680418599,175.50291,57.36422890567929
2021-02-23,250.12896753581694,279.70282,88.17655844512811
2021-02-24,197.29997420736885,339.7308,27.810010716833162
2021-02-25,281.6117694556259,322.27106,85.56193594043408
2021-02-26,276.1516120145145,218.4833,79.11715788690822
2021-02-27,334.5682446808511,323.57672,96.71471406381386
2021-02-28,271.0989915613447,194.02771,71.57079738418452
2021-03-01,204.76440903849166,286.5963,60.0360703198728
2021-03-02,177.19271162627328,209.79787,81.59904270567004
2021-03-03,178.6128869304596,257.83334,55.64684164908933
2021-03-04,363.21,206.066,56.734669822608225
2021-03-05,278.2101178838413,163.06291,58.611424065959724
2021-03-06,360.37036442713566,297.46933,82.54544746121336
2021-03-07,258.4627947033418,311.205,79.59389399566764
2021-03-08,260.18445682384515,215.0682,82.65989806328777
2021-03-09,235.4523961547116,181.29143,76.99706206989768
2021-03-10,293.6184449875407,217.14066,73.95334292666531
2021-03-11,270.6755800657943,276.96817,97.67522799851699
2021-03-12,249.9062958638301,208.40518,83.3933299536888
2021-03-13,276.0020059421123,176.16222,63.82642603817564
2021-03-14,224.76172743068258,216.22437,96.20159433107199
2021-03-15,197.30379857129958,183.29385,92.89930304789789
2021-03-16,221.5327437801454,199.36311,89.99261689331723
2021-03-17,303.9439941537282,278.48312,91.62317043134144
2021-03-18,344.5655495495496,268.70233,77.98293587221451
2021-03-19,186.23764968423586,227.04095,78.09073247284343
2021-03-20,228.2901652166225,259.76028,86.21485985725934
2021-03-21,198.27073774655202,237.36356,80.28311257326173
2021-03-22,236.56185964679116,247.19405,95.50553652664402
2021-03-23,209.91513937541336,184.22713,87.76266810643064
2021-03-24,259.69139979175156,229.91718,88.53476683376539
2021-03-25,189.72574815595365,247.95703,69.30765399002115
2021-03-26,229.91906464094745,232.81458,98.7406392075895
2021-03-27,296.4996996996997,356.51157,79.75988963118992
2021-03-28,353.4565765765766,266.51575,75.40268444052326
2021-03-29,289.5612612612613,221.63005,76.53995209642716
2021-03-30,254.88372244585014,311.28406,77.87213140559827
2021-03-31,232.18921276595748,330.87125,57.49930309148218
2021-04-01,179.69317876895227,243.59778,64.4368250430206
2021-04-02,181.99031886868596,289.7853,40.76883284820029
2021-04-03,227.55082849232662,216.226,95.02316443207157
2021-04-04,339.4220720720721,279.91568,82.4683198186958
2021-04-05,244.51004558736705,200.57603,82.0318175738222
2021-04-06,360.7416754478398,224.96745,62.36247939017462
2021-04-07,185.86796628029504,203.0094,90.77762915427954
2021-04-08,187.94416724416723,297.57822,41.66669233946679
2021-04-09,199.7356412620909,234.99593,82.34652342545051
2021-04-10,206.96198370064795,272.52994,68.31884152292874
2021-04-11,270.2623092134351,296.69012,90.22142030266873
2021-04-12,272.682475489805,205.31584,75.29484295094755
2021-04-13,221.14031446222933,209.58794,94.77599636730403
2021-04-14,228.72000000000003,106.131996,46.40258663640484
2021-04-15,362.65539357770047,296.1944,81.67378790388659
2021-04-16,215.21538461538464,280.3987,69.71251490254342
2021-04-17,254.3388829787234,174.0001,68.4127038593935
2021-04-18,230.69049891232507,205.25414,88.97381387598614
2021-04-19,274.93503893777864,176.03937,64.02944068384869
2021-04-20,214.22119519755992,268.98648,74.43516946825694
2021-04-21,232.9479855365625,225.27583,96.70649549125399
2021-04-22,191.03873178632304,227.81772,80.74789003484715
2021-04-23,141.2657893161057,252.71909,21.10383064659881
2021-04-24,232.23526315789474,323.70407,60.61372995502484
2021-04-25,223.42413796999685,269.0878,79.5618944680002
2021-04-26,442.6462408272182,156.38809,35.33026548440968
2021-04-27,284.0980790364833,196.73177,69.24783385170528
2021-04-28,272.3698070860006,296.6131,91.09912683865292
2021-04-29,255.59393617021274,318.0615,75.55984399093535
2021-04-30,328.6311478905559,228.14322,69.42227492998296
2021-05-01,240.9726593176983,227.70479,94.49403465635572
2021-05-02,243.96761141460607,235.9313,96.70599452264658
2021-05-03,195.52022406281807,316.70862,38.01746357332928
2021-05-04,184.6109495250693,305.0022,34.78650749033325
2021-05-05,367.505,197.3512,53.700275176953376
2021-05-06,245.36021986001873,217.34406,88.58161901704315
2021-05-07,322.4900900900901,380.62482,81.97317418708874
2021-05-08,289.25108997300777,213.43274,73.78805012549115
2021-05-09,248.89242992623818,341.37775,62.84124965825516
2021-05-10,218.9684941352681,204.48566,93.3858807157709
2021-05-11,293.989030333525,246.86258,83.96999679397635
2021-05-12,332.28785285285284,279.6137,84.14803794224618
2021-05-13,227.348795831374,213.62,93.96134883231613
2021-05-14,223.56316831847653,160.61148,71.84165527842754
2021-05-15,218.10727250185965,240.32669,89.8126193055855
2021-05-16,272.29591518810696,264.85852,97.26863523635433
2021-05-17,239.67423445100383,207.95058,86.76384312170924
2021-05-18,165.3499805889856,168.95708,97.81850809747125
2021-05-19,141.62883338303152,229.26746,38.120917486738314
2021-05-20,269.81365104706975,194.03189,71.91329649784518
2021-05-21,231.19351351351352,252.44193,90.80925272841938
2021-05-22,269.99692476339976,271.6111,99.40214513925746
2021-05-23,233.26530734106075,332.4865,57.46422602640384
2021-05-24,203.33313347630448,221.76677,90.93426849932287
2021-05-25,206.46402569838855,212.27417,97.18588058920533
2021-05-26,391.268109035664,237.03256,60.580598515953646
2021-05-27,437.51264137653334,315.98322,72.22264809031859
2021-05-28,322.13353287956033,279.5091,86.76808394945472
2021-05-29,204.43578707596973,263.29395,71.20946431230351
2021-05-30,162.97376185458378,257.06006,42.26905259564643
2021-05-31,343.952454954955,193.52023,56.26365806275197
2021-06-01,296.6097829212191,274.73862,92.6262830030563
2021-06-02,242.34189354492105,176.05724,72.64828756697779
2021-06-03,361.9890336677051,271.6863,75.0537404577435
2021-06-04,369.29410213415554,244.73477,66.27096677531271
2021-06-05,256.30485298266,315.49808,76.9051488018751
2021-06-06,353.513305556942,276.38458,78.18222911980685
2021-06-07,258.5622963321593,239.69025,92.70115944287397
2021-06-08,172.30592883450524,308.27795,21.086856275471305
2021-06-09,354.56021231708405,206.19518,58.155192829842285
2021-06-10,260.6900052687039,395.53915,48.2722213899087
2021-06-11,197.03424565612178,245.96689,75.16541218067577
2021-06-12,239.8782319574917,215.34741,89.77363654553542
2021-06-13,172.2964557661932,226.44804,68.57068950360019
2021-06-14,253.86381117298203,188.81633,74.37701698545597
2021-06-15,210.91104434312365,223.15198,94.19616301552017
2021-06-16,210.23778138241823,260.95453,75.8764827650446
2021-06-17,228.15169220755965,305.1105,66.26857719169658
2021-06-18,200.3194777527053,285.85898,57.29846069967409
2021-06-19,176.5549996799507,281.94775,40.30599279694738
2021-06-20,219.70027242817528,204.64294,93.1464226576413
2021-06-21,276.2208535300316,179.03389,64.81548640607711
2021-06-22,265.7891677517034,279.5182,94.83461992037067
2021-06-23,304.9833389024009,279.49542,91.64284953045382
2021-06-24,215.75513318908224,259.33994,79.79895010170834
2021-06-25,249.5551500393966,423.01276,30.493277225143885
2021-06-26,315.06773049645386,365.0764,84.12764933978033
2021-06-27,198.03109518044377,157.12059,79.3413731650549
2021-06-28,244.41754312167018,252.5028,96.69202775207813
2021-06-29,223.52249341412013,194.99872,87.238968787112
2021-06-30,148.04588560640556,387.7498,-61.911896293979964
2021-07-01,129.86925440712736,281.06708,-16.423108702542535
2021-07-02,193.18441220050045,247.05905,72.11232588618148
2021-07-03,193.4887545358116,103.674,53.581410376945634
2021-07-04,193.6988854458556,128.06776,66.11693401716819
2021-07-05,265.1673635383765,257.03036,96.93137253409978
2021-07-06,220.91230971010918,359.14362,37.42706950375909
2021-07-07,157.55060235387464,340.56613,-16.163014614727274
2021-07-08,218.93058510638298,423.25323,6.672405019329034
2021-07-09,249.42388512176407,232.17293,93.0836787114846
2021-07-10,150.24482661400788,312.89877,-8.259266055944622
2021-07-11,96.55728898426325,188.87703,4.388636626150316
2021-07-12,118.7088291216819,166.58669,59.66782217192522
2021-07-13,128.54095477386934,155.15762,79.29323882495612
2021-07-14,147.71013031443164,246.53183,33.0975476704338
2021-07-15,187.4663157894737,252.84537,65.12490717767764
2021-07-16,205.39281616226967,160.41086,78.0995465915249
2021-07-17,110.06130653266332,161.48499,53.277241167732306
2021-07-18,101.65282325646604,281.85107,-77.26831896016398
2021-07-19,168.9653280960984,232.54643,62.37032466041953
2021-07-20,252.59870281806874,326.2868,70.82799691405265
2021-07-21,165.39407270811378,282.06586,29.458303846606725
2021-07-22,181.71307379033405,280.59467,45.583666780573964
2021-07-23,210.0589179539493,288.95325,62.44180923865417
2021-07-24,273.3294501490931,316.52087,84.19803506325982
2021-07-25,242.0846965511349,230.43993,95.1897949066705
2021-07-26,259.4944275149754,320.26868,76.5797478486008
2021-07-27,174.24968061025848,145.1898,83.3228523396219
2021-07-28,195.24313595145148,263.48386,65.04833836171895
2021-07-29,136.55694764633006,219.01135,39.61903344069921
2021-07-30,196.7786752430588,217.02818,89.7095009327979
2021-07-31,172.09957671008675,191.6018,88.66805467895423
2021-08-01,204.99441001543983,231.40726,87.11533301681303
2021-08-02,218.35288639535213,155.09816,71.0309638450195
2021-08-03,171.4167709417705,299.1732,25.47029347700922
2021-08-04,158.61236971651374,254.9366,39.270669628673424
2021-08-05,168.9477344573235,263.83078,43.83881744449138
2021-08-06,209.39553347820032,231.87744,89.26342527244488
2021-08-07,215.9862194122468,311.22787,55.90382775216437
2021-08-08,213.3929179442878,224.2751,94.90040116206616
2021-08-09,300.69223737333556,373.90918,75.6505379208512
2021-08-10,171.214286724297,308.3221,19.92033554209503
2021-08-11,138.8354455805547,227.66206,36.02021612950463
2021-08-12,130.68628987586848,199.94806,47.001503163070424
2021-08-13,112.54440831475343,183.65572,36.814890501932275
2021-08-14,174.17010577921164,287.32925,35.02952308324011
2021-08-15,224.96010638297872,377.91635,32.00739126830628
2021-08-17,262.5691719598771,256.80814,97.8058978018831
2021-08-18,366.25138257766014,303.33258,82.82086976206497
2021-08-19,186.1054794520548,178.67545,96.00762217357048
2021-08-20,137.53884861610476,285.54837,-7.61288409382
2021-08-21,115.5211934228251,220.21,9.37696349113611
2021-08-22,120.34843531504946,270.07178,-24.408216556163055
2021-08-23,218.95362268206904,273.74792,74.97447109967102
2021-08-24,177.63797000743375,207.22925,83.3418057872408
2021-08-25,156.89214961599671,264.07675,31.682622517870627
2021-08-26,213.1681372063266,214.14958,99.53959127488967
2021-08-27,156.59688453300623,316.04837,-1.8228978844812218
2021-08-28,216.03908958624567,339.73016,42.745975172889274
2021-08-29,188.14885915745577,290.97818,45.346827381966605
2021-08-30,154.31056402861736,311.96115,-2.1644811467299974
2021-08-31,145.47117939539638,235.689,37.982343759848
2021-09-01,130.47968123371794,196.99153,49.02512827325586
2021-09-02,105.1714828498755,200.97366,8.908595862480013
2021-09-03,107.25457844481421,222.9482,-7.868232427808692
2021-09-04,114.09682689682688,223.00044,4.551582572464497
2021-09-05,178.07198492462314,303.80045,29.394586865958942
2021-09-06,122.94112251700861,210.38486,28.87348604725149
2021-09-07,116.75752691556721,225.96709,6.464651349287763
2021-09-08,157.855859510547,342.5963,-17.031103272838763
2021-09-09,111.26838023391748,239.41127,-15.1655929908314
2021-09-10,78.35080712678273,310.45752,-196.24035911829935
2021-09-11,63.17579897119581,242.6562,-184.09677150940155
2021-09-12,83.31023237274667,229.59032,-75.58477540337168
2021-09-13,57.29461538461538,251.63977,-239.20317610750942
2021-09-14,73.76767676767676,271.1363,-167.55433190314557
2021-09-15,221.70765147056142,288.87924,69.7026286520756
2021-09-16,157.61113477937994,272.3555,27.1978057585751
2021-09-17,80.62924544220681,208.93367,-59.128891629903876
2021-09-18,107.13789513315812,243.373,-27.15865455089687
2021-09-19,82.90257510729614,192.6056,-32.32765186102236
2021-09-20,148.005854210006,203.47185,62.524459846383635
2021-09-21,123.65881821665586,255.81975,-6.8754591173570105
2021-09-22,91.61417890597478,334.8421,-165.49157133682934
2021-09-23,83.42159949316593,225.25803,-70.02362396743601
2021-09-24,132.63293747188482,268.6531,-2.5538390465049474
2021-09-25,139.01825704329028,230.82544,33.96034135196648
2021-09-26,104.0121045610548,293.02112,-81.71828596359182
2021-09-27,162.90558536954546,246.90018,48.43971037465109
2021-09-28,149.9277818574669,286.69022,8.781126144450454
2021-09-29,100.40740137008915,217.75711,-16.873564721665872
2021-09-30,116.65121766350356,304.99207,-61.45639243087797
2021-10-01,158.03828993513815,259.50003,35.799266985183294
2021-10-02,112.37587939698491,155.08359,61.99566270033093
2021-10-03,103.56931653167253,174.96404,31.065762627994218
2021-10-04,130.68995942587736,252.75612,6.59867071290337
2021-10-05,158.2359276790943,277.47733,24.643284550280626
2021-10-06,119.79014187626528,219.33537,16.900314592362236
2021-10-07,168.1578336813177,326.50558,5.833854082843374
2021-10-08,197.24956535568535,219.25476,88.84398282611075
2021-10-09,216.96888759414762,219.69402,98.74400060810582
2021-10-10,138.9838680576246,284.5147,-4.710599473812735
2021-10-11,200.1829469665256,157.77919,78.81749792096939
2021-10-12,244.23289442414188,204.79716,83.85322763334882
2021-10-13,177.472828983822,273.5117,45.88531675609085
2021-10-14,176.34928186365994,194.6681,89.61219233679422
2021-10-15,216.0323085863908,153.86627,71.22373175544041
2021-10-16,273.8201540671106,328.21185,80.1359767890196
2021-10-17,179.91700693000692,226.78445,73.95051851105491
2021-10-18,79.8007246176144,201.57202,-52.594224488886454
2021-10-19,102.99519069707512,265.93344,-58.199862888997416
2021-10-20,209.81609965233272,210.25807,99.78935255787631
2021-10-21,142.33050222299443,274.8125,6.91946159970604
2021-10-22,154.23366483078166,217.30737,59.10509661733383
2021-10-23,116.11323232323232,240.29211,-6.946365586391522
2021-10-24,78.73618437118436,327.89417,-216.4466028646725
2021-10-25,178.13604258322195,310.4185,25.7407748329167
2021-10-26,194.06648667526326,304.99597,42.83944286060809
2021-10-27,173.88716128291352,219.19452,73.94439162397941
2021-10-28,248.87762406847293,278.14307,88.24103113033361
2021-10-29,178.88796486605182,380.5477,-12.729626199032936
2021-10-30,207.5074084983073,160.39081,77.29401531549516
2021-10-31,186.33961555270858,313.94855,31.51808785691263
2021-11-01,234.9807539703079,274.47852,83.19106523094949
2021-11-02,207.01637776606955,291.8825,59.005113279467814
2021-11-03,199.2182668486425,302.9269,47.94220169049983
2021-11-04,298.6518018018018,289.75482,97.02095216878601
2021-11-05,284.0314657416678,200.77429,70.68734144223151
2021-11-06,355.5411983484485,301.95303,84.92772000822707
2021-11-07,228.08428464914255,280.171,77.16339579413997
2021-11-08,252.54144144144144,485.37885,7.8022987259332695
2021-11-09,301.9053333333334,211.87451,70.17912183910298
2021-11-10,335.07182947945194,274.63474,81.96294374674181
2021-11-11,370.0375381710825,288.23578,77.89365917663503
2021-11-12,407.44632278125357,211.78494,51.97861185279478
2021-11-13,304.22010339172374,168.88342,55.51356434656874
2021-11-14,264.24416784371755,209.76172,79.38177802056913
2021-11-15,235.70371812275923,265.94028,87.17179380212308
2021-11-16,257.96974302015394,210.14017,81.45923036404733
2021-11-17,292.5072685596989,236.30025,80.7844018221911
2021-11-18,242.20802126157918,171.85034,70.95154854978173
2021-11-19,242.95336230989187,193.12302,79.48974837034345
2021-11-20,254.33798665714303,286.38892,87.39829241406719
2021-11-21,251.87399105161504,292.12378,84.0198711755785
2021-11-22,186.74174979563796,292.6669,43.2771991506733
2021-11-23,204.30120953187003,186.03375,91.05856635292503
2021-11-24,288.04313950982004,196.26672,68.13796154520853
2021-11-25,275.43187755932297,356.76984,70.46893787777358
2021-11-26,342.71297143593785,252.33794,73.62952599783222
2021-11-27,250.5451967298693,224.00157,89.40565398137947
2021-11-28,278.7139473044866,326.12173,82.99052208432812
2021-11-29,215.05165815732778,288.68448,65.76040322899094
2021-11-30,243.73454999195434,291.7812,80.28730888810165
2021-12-01,239.59492070537544,246.68431,97.04109328075943
2021-12-02,260.69385844688776,230.16074,88.2877477264682
2021-12-03,212.9829238940682,213.72197,99.65300236426862
2021-12-04,205.91919628037135,284.8769,61.655980969366865
2021-12-05,192.58778928238723,225.00423,83.16796847662467
2021-12-06,196.9949785929238,223.10593,86.74537386320668
2021-12-07,157.2007956890176,285.56735,18.342298432225917
2021-12-08,161.95658587987356,263.52948,37.28387546034476
2021-12-09,198.75214658580515,204.18243,97.26780938495085
2021-12-10,179.1620916754478,324.12408,19.08891471315978
2021-12-11,182.67434165508394,240.88622,68.13352492339095
2021-12-12,187.10567622428042,134.72136,72.00281785756273
2021-12-13,191.1479022431897,307.14304,39.31655420528429
2021-12-14,227.5313801238816,218.35107,95.96525723171314
2021-12-15,212.17853963658396,245.83969,84.13545894736589
2021-12-16,187.52281348788196,218.85123,83.29354560330168
2021-12-17,186.4165663389439,296.12137,41.15072269392991
2021-12-18,196.04535077984292,258.58566,68.09905880798667
2021-12-19,166.9928977871444,235.51733,58.96565835717486
2021-12-20,264.0722971548999,354.77405,65.65268236241432
2021-12-21,295.66062060663455,297.45078,99.39452385096914
2021-12-22,292.4061614381488,193.1819,66.06628912136547
2021-12-23,286.30758788293036,250.0433,87.33380288391125
2021-12-24,286.9618309947437,180.13911,62.774590528446424
2021-12-25,320.6447782160453,309.9856,96.67570369546503
2021-12-26,277.75405405405405,210.04703,75.62338857780024
2021-12-27,145.1492462311558,190.42897,68.80471288590189
2021-12-28,187.04202512942686,291.77112,44.00772074502156
2021-12-29,160.25934307703693,251.52542,43.05100949922811
2021-12-30,185.59016919300316,188.89146,98.22119078033593
2021-12-31,329.5870870870871,203.04681,61.60642267856583
2022-01-01,259.91006393643374,334.8769,71.15662740487622
2022-01-02,304.0637762878787,314.35986,96.61383966249788
2022-01-03,235.04825895442335,307.50967,69.17168608685895
2022-01-04,258.1800328892598,226.49557,87.72776593777947
2022-01-05,226.2325964267745,214.69202,94.89879884354005
2022-01-06,147.43600492804734,346.42398,-34.96565908846668
2022-01-07,148.86667544783984,216.46707,54.589973960257325
2022-01-08,104.13257273491926,292.8757,-81.25272833683238
2022-01-09,112.98702823919385,238.08719,-10.720816744265463
2022-01-10,170.2850368809273,181.28911,93.53785182949777
2022-01-11,163.94321779158116,279.056,29.784968530616766
2022-01-12,164.26791267542492,283.42502,27.461727799169694
2022-01-13,186.41057536032577,301.54706,38.23500489573202
2022-01-14,254.91170959316645,256.87042,99.23161130053975
2022-01-15,191.77030084853013,233.89859,78.03190115833652
2022-01-16,183.56743823285433,161.30243,87.87093765213821
2022-01-17,173.42330874604846,241.28105,60.87161329100181
2022-01-18,197.85241490173,248.03584,74.63592849311286
2022-01-19,200.13113068284298,234.03978,83.05678438704294
2022-01-20,240.00976925291994,315.0437,68.7371342622787
2022-01-21,200.1524734428844,157.44577,78.6629151043695
2022-01-22,176.17143669236313,366.1725,-7.8500875207063245
2022-01-23,160.89087460484717,291.98944,18.517090148770947
2022-01-24,137.84360818846602,384.82773,-79.17705675937506
2022-01-25,172.82965489989465,208.34741,79.4492691488317
2022-01-26,163.13726729891113,204.46364,74.66773123578687
2022-01-27,178.48745257375398,192.84221,91.9575543930075
2022-01-28,185.1193985643716,160.95369,86.94587969894837
2022-01-29,178.63120147435583,268.39743,49.747732644314766
2022-01-30,195.21095006460646,274.17044,59.551710299504485
2022-01-31,227.6889293150236,306.0232,65.59592761931327
2022-02-01,244.75826398579824,200.9514,82.10198809405506
2022-02-02,213.91937439906107,199.6363,93.3231537926429
2022-02-03,179.05925535651565,291.5961,37.151059702033464
2022-02-04,115.85100248448907,237.07803,-4.640467810373281
2022-02-05,219.5946407373387,237.68208,91.76325873354129
2022-02-06,272.8407330679102,205.30626,75.2476570659897
2022-02-07,179.00744107721079,295.49683,34.92483642374444
2022-02-08,150.01821471248056,183.70079,77.54767595565133
2022-02-09,169.41743689356812,152.38051,89.94381641990043
2022-02-10,160.3745416227608,252.40048,42.61811156321772
2022-02-11,162.3320078543477,313.4315,6.919478062308201
2022-02-12,154.06622155149944,360.02753,-33.683622035945746
2022-02-13,197.87888836554228,327.2103,34.64112855414733
2022-02-14,174.641331060976,211.22333,79.05307045388348
2022-02-15,170.51910783280647,223.59814,68.87208866323216
2022-02-16,199.39617408996665,309.73352,44.66426102636145
2022-02-17,188.12526679819743,298.60867,41.27136233325766
2022-02-18,222.410758723808,322.11212,55.17241907257128
2022-02-19,152.95151786328904,177.6119,83.87699894619668
2022-02-20,159.06081840533895,320.1554,-1.278604446729247
2022-02-21,189.8345208525856,172.10146,90.65867204528122
2022-02-22,229.4782978723404,296.0994,70.96845388112723
2022-02-23,172.82023182297155,88.973595,51.483320978684645
2022-02-24,210.07760202153747,246.20459,82.80302732201373
2022-02-25,169.59938288862872,219.29692,70.69709981175257
2022-02-26,148.1517847036601,257.58472,26.134583992958568
2022-02-27,171.63683136426818,242.36073,58.79444924157352
2022-02-28,139.80875640706873,267.39124,8.745001226516024
2022-03-01,192.53073452499493,376.38943,4.504233704261324
2022-03-02,190.34215493211912,226.63713,80.93171960875966
2022-03-03,169.08547988425718,279.8332,34.501938836190504
2022-03-04,153.48745565495938,367.76358,-39.60497537271067
2022-03-05,178.78509610994433,308.56433,27.41048456022581
2022-03-06,143.5349534818455,194.45998,64.52082125007645
2022-03-07,318.8011170212766,307.70966,96.5208838152165
2022-03-08,235.2018875269995,247.5111,94.76653621190182
2022-03-09,182.75081168301747,278.6851,47.50541650413608
2022-03-10,198.5208583596388,238.37329,79.92531717559379
2022-03-11,220.67493548640226,292.27448,67.55429453125822
2022-03-12,226.96445709929822,246.41888,91.4284256545358
2022-03-13,151.7479055680543,216.30199,57.45965594409401
2022-03-14,152.7535598169986,226.36835,51.80813629537542
2022-03-15,184.2854056902002,200.07443,91.43229675528978
2022-03-16,227.48850012473713,165.16539,72.60384147949654
2022-03-17,195.91435859463257,294.95502,49.446962843526585
2022-03-18,282.4428036421187,259.9811,92.04734773436142
2022-03-19,168.78250790305586,270.76764,39.57600670581461
2022-03-20,201.43336716904648,339.92435,31.24724979722076
2022-03-21,213.5331417996198,189.87122,88.91885082573658
2022-03-22,186.6237788587326,248.69997,66.73725719651145
2022-03-23,230.9978720346038,203.63957,88.1564710314947
2022-03-24,216.82428714029083,286.36935,67.925610168035
2022-03-25,191.49438404055053,217.95059,86.18434262027091
2022-03-26,201.30621849987668,230.58383,85.4561803875668
2022-03-27,233.39502464321663,368.21927,42.23345404996832
2022-03-28,121.06752293577982,352.9222,-91.50857483106077
2022-03-29,210.50858897960552,260.00067,76.48928119892147
2022-03-30,206.90643157105848,260.58902,74.05465465876745
2022-03-31,169.1022473680649,137.94676,81.57594841700035
2022-04-01,197.87190435957558,214.74945,91.47046854446397
2022-04-02,205.55671606245315,208.4071,98.61333237641901
2022-04-03,201.63985909019573,280.33405,60.97290155079917
2022-04-04,206.60901478641136,221.0433,93.0137173966635
2022-04-05,214.02648829431436,381.0632,21.955121096840486
2022-04-06,243.3377683361847,345.455,58.034784762634835
2022-04-07,215.23061653101547,250.95613,83.40128601300472
2022-04-08,232.40746175378013,234.1726,99.24049526862225
2022-04-09,241.23245806482112,209.57361,86.87620649378923
2022-04-10,239.23566199309778,240.55334,99.44921140832977
